d,T,N,run,y0,runtime
1, 1.000000, 100, 0, 0.301473, 11.116911
1, 1.000000, 100, 1, 0.301928, 10.976734
1, 1.000000, 100, 2, 0.301513, 10.825743
1, 1.000000, 100, 3, 0.301591, 10.831693
1, 1.000000, 100, 4, 0.302819, 10.928955
1, 1.000000, 100, 5, 0.301307, 10.668698
1, 1.000000, 100, 6, 0.302461, 10.927467
1, 1.000000, 100, 7, 0.302596, 10.766922
1, 1.000000, 100, 8, 0.302646, 10.776224
1, 1.000000, 100, 9, 0.301271, 10.739803
