d,T,N,run,y0,runtime
1, 0.100000, 10, 0, 0, 999999
1, 0.100000, 10, 1, 0, 999999
10, 0.100000, 10, 0, 0, 999999
10, 0.100000, 10, 1, 0, 999999
100, 0.100000, 10, 0, 0, 999999
100, 0.100000, 10, 1, 0, 999999
