d,T,N,run,y0,runtime
1, 1.000000, 100, 0, 0.334005, 771.489533
1, 1.000000, 100, 1, 0.294060, 814.918489
1, 1.000000, 100, 2, 0.316710, 814.381431
1, 1.000000, 100, 3, 0.302100, 834.376451
1, 1.000000, 100, 4, 0.317364, 841.096428
1, 1.000000, 100, 5, 0.300411, 838.480176
1, 1.000000, 100, 6, 0.296306, 815.670497
1, 1.000000, 100, 7, 0.305731, 818.033754
1, 1.000000, 100, 8, 0.284882, 824.326393
1, 1.000000, 100, 9, 0.282851, 832.777219
