d,T,N,run,y0,runtime
1, 1.000000, 100, 0, 0.302987, 5.170210
1, 1.000000, 100, 1, 0.302898, 5.127183
1, 1.000000, 100, 2, 0.302448, 5.150210
1, 1.000000, 100, 3, 0.301140, 5.166997
1, 1.000000, 100, 4, 0.302475, 5.177661
1, 1.000000, 100, 5, 0.302700, 5.183017
1, 1.000000, 100, 6, 0.302806, 5.154771
1, 1.000000, 100, 7, 0.301371, 5.178640
1, 1.000000, 100, 8, 0.301317, 5.156444
1, 1.000000, 100, 9, 0.301505, 5.245077
