d,T,N,run,y0,runtime
1, 1.000000, 100, 0, 0.341813, 904.657610
1, 1.000000, 100, 1, 0.287009, 898.506287
1, 1.000000, 100, 2, 0.321583, 904.198978
1, 1.000000, 100, 3, 0.298065, 909.506631
1, 1.000000, 100, 4, 0.334309, 910.020995
1, 1.000000, 100, 5, 0.302820, 916.396813
1, 1.000000, 100, 6, 0.321479, 936.949604
1, 1.000000, 100, 7, 0.310489, 933.921214
1, 1.000000, 100, 8, 0.280896, 928.642267
1, 1.000000, 100, 9, 0.282525, 921.239430
