d,run,loss,y0,runtime
1, 0, 0.000000, 0.300245, 20
1, 1, 0.000000, 0.300247, 20
1, 2, 0.000000, 0.300244, 21
1, 3, 0.000000, 0.300243, 20
1, 4, 0.000000, 0.300247, 20
1, 5, 0.000000, 0.300248, 20
1, 6, 0.000000, 0.300250, 20
1, 7, 0.000000, 0.300250, 20
1, 8, 0.000000, 0.300247, 21
1, 9, 0.000000, 0.300246, 21
