d,T,N,run,y0,runtime
1, 1.000000, 100, 0, 0.298839, 27.797685
1, 1.000000, 100, 1, 0.309567, 27.342403
1, 1.000000, 100, 2, 0.303911, 27.246104
1, 1.000000, 100, 3, 0.304011, 27.282606
1, 1.000000, 100, 4, 0.304554, 27.759020
1, 1.000000, 100, 5, 0.299120, 28.254248
1, 1.000000, 100, 6, 0.302285, 27.417757
1, 1.000000, 100, 7, 0.300129, 27.405555
1, 1.000000, 100, 8, 0.299551, 27.648325
1, 1.000000, 100, 9, 0.301919, 27.572109
