d,T,N,run,y0,runtime
1, 0.100000, 10, 0, 0.300289, 10.297812
1, 0.100000, 10, 1, 0.300443, 10.198799
1, 0.100000, 10, 2, 0.299902, 10.086958
1, 0.100000, 10, 3, 0.299930, 10.139477
1, 0.100000, 10, 4, 0.300283, 10.180671
1, 0.100000, 10, 5, 0.300575, 10.328400
1, 0.100000, 10, 6, 0.299875, 10.233294
1, 0.100000, 10, 7, 0.299889, 10.115574
1, 0.100000, 10, 8, 0.301003, 10.153864
1, 0.100000, 10, 9, 0.300020, 10.191652
